   0.18838,  -0.54531,   0.81441,   0.47161,  -0.62275,   0.12079,   0.80760,  -0.13897,   0.47902,   0.54690
  -0.06771,   0.86778,  -0.93750,   0.42347,   0.36699,   0.30304,   0.54776,   0.87396,   0.93750,  -0.78562
  -0.75355,   0.31489,  -0.39573,   0.50788,   0.02622,  -0.48208,   0.93006,  -0.16988,   0.93750,   0.73550
  -0.93750,  -0.20903,  -0.35550,   0.14968,  -0.87994,  -0.49135,  -0.02532,  -0.32873,  -0.16438,  -0.93750
   0.83252,   0.82496,  -0.66533,  -0.82030,   0.93530,  -0.61029,   0.88111,   0.86954,   0.82212,  -0.55808
  -0.78233,  -0.16155,   0.50491,   0.15636,   0.88287,   0.93750,  -0.93750,  -0.80328,  -0.73625,   0.47677
   0.32135,  -0.13783,   0.24687,   0.77347,   0.55407,  -0.93749,   0.67385,   0.93750,   0.57518,  -0.68403
  -0.31669,  -0.13320,  -0.91160,  -0.93196,  -0.79692,  -0.44678,   0.87874,   0.93750,   0.01494,  -0.59630
  -0.93750,  -0.87398,   0.93750,  -0.93750,   0.93750,  -0.83326,  -0.63829,  -0.93750,  -0.93750,   0.65654
  -0.75743,  -0.38461,   0.12669,  -0.61939,   0.68004,   0.79322,  -0.00743,  -0.18322,   0.09910,  -0.10340
  -0.82559,   0.26099,   0.93750,   0.54647,  -0.56935,  -0.56239,   0.87199,  -0.45141,   0.54791,   0.29725
  -0.27090,   0.32620,  -0.89444,   0.33477,   0.93750,   0.44136,   0.48423,  -0.93750,  -0.29712,  -0.02494
  -0.12561,   0.34033,   0.21258,   0.13665,   0.70111,  -0.72041,  -0.06129,   0.64986,  -0.44741,  -0.13129
   0.93750,   0.93750,  -0.61777,   0.82787,   0.66061,  -0.03585,   0.17629,   0.27107,  -0.38563,  -0.35578
  -0.14355,   0.17779,  -0.04882,   0.84767,  -0.37392,  -0.66026,  -0.21603,  -0.31872,   0.35769,  -0.20189
   0.08573,   0.16774,  -0.70216,  -0.93750,   0.93750,   0.91901,   0.87098,   0.93750,  -0.93750,  -0.07428
  -0.68930,  -0.07213,  -0.81640,   0.80772,  -0.93750,   0.72622,   0.76627,  -0.82415,   0.50702,  -0.19621
   0.93750,   0.93750,  -0.31170,   0.52850,   0.10665,  -0.30091,   0.25927,   0.14042,   0.60704,  -0.79547
  -0.81746,   0.93750,   0.73575,  -0.42035,  -0.58238,   0.89990,  -0.60765,  -0.72440,  -0.90549,   0.93750
  -0.24564,   0.02943,  -0.46423,  -0.75758,   0.93750,  -0.65531,   0.27759,   0.93750,   0.00170,   0.64768
  -0.93719,   0.08361,   0.69321,   0.93428,   0.46209,   0.60129,   0.56404,   0.37393,  -0.92368,   0.43840
   0.87871,   0.09064,  -0.52947,   0.93750,  -0.67744,  -0.84088,   0.01519,   0.06737,  -0.30764,   0.65342
   0.61057,  -0.93750,   0.93750,  -0.63122,   0.93750,   0.89254,  -0.93750,  -0.81720,   0.93750,  -0.29068
  -0.31713,   0.08532,  -0.17237,  -0.60166,  -0.75146,   0.21992,   0.93750,   0.22767,  -0.32906,   0.41930
   0.06199,  -0.00612,  -0.10327,   0.21274,  -0.15431,   0.86780,   0.00145,  -0.29281,   0.02432,   0.26485
  -0.93750,   0.66156,   0.46078,   0.64835,   0.40716,  -0.18284,  -0.87975,  -0.66561,  -0.09454,  -0.24395
  -0.64849,  -0.12633,   0.20608,  -0.06355,   0.87421,  -0.88024,   0.32396,   0.39550,   0.05525,   0.45371
  -0.88687,   0.93750,  -0.57874,  -0.65314,   0.53206,   0.43050,  -0.17776,   0.56050,  -0.89702,  -0.93750
   0.03592,  -0.80909,  -0.51318,  -0.72661,  -0.87256,   0.93750,   0.64609,   0.93750,   0.00737,   0.62837
  -0.79058,   0.93750,  -0.03384,  -0.80894,  -0.65421,  -0.29453,   0.23230,  -0.72195,  -0.92371,   0.93750
   0.51779,   0.02682,   0.50294,  -0.48734,  -0.29252,  -0.37222,   0.23121,   0.87840,  -0.00710,   0.35996
   0.62481,   0.58434,   0.05492,   0.83609,  -0.09281,   0.13286,   0.93750,  -0.93750,   0.93750,   0.48729
   0.93750,  -0.85311,  -0.06599,  -0.37978,   0.93750,   0.73179,   0.86191,  -0.28854,  -0.26662,  -0.32296
   0.41494,   0.28741,  -0.49315,  -0.08115,   0.81759,   0.54521,  -0.57164,  -0.30502,  -0.68067,  -0.52913
   0.26077,  -0.06075,  -0.33582,  -0.16335,   0.93750,   0.09044,   0.93750,   0.80778,   0.88584,   0.17329
  -0.11978,   0.19967,   0.12998,  -0.25749,  -0.08888,   0.43605,   0.38356,  -0.15844,   0.08561,  -0.01296
   0.77261,   0.34501,   0.42916,  -0.53236,  -0.26528,   0.29483,   0.44470,   0.39735,  -0.80902,   0.15004
  -0.00578,   0.93750,  -0.81164,  -0.93750,  -0.93750,  -0.93750,   0.71123,   0.70024,   0.93750,   0.77814
  -0.33425,   0.52719,   0.87449,  -0.38237,  -0.42771,  -0.50692,  -0.66194,   0.79401,  -0.03198,  -0.14699
   0.93750,   0.33113,   0.87957,  -0.48325,   0.10456,  -0.75905,  -0.00288,  -0.17087,   0.86556,  -0.25744
   0.87255,  -0.46164,  -0.74993,  -0.25571,   0.06431,  -0.35649,   0.48452,   0.62760,   0.74264,  -0.20037
  -0.11467,  -0.03167,   0.61756,  -0.58962,   0.62462,  -0.45402,   0.17001,  -0.69810,   0.10212,   0.87607
  -0.30435,  -0.67102,  -0.77806,  -0.88428,   0.93750,   0.56712,  -0.09493,  -0.48799,  -0.16124,  -0.38764
   0.87652,   0.82951,   0.67799,   0.34140,   0.93750,  -0.87018,   0.87674,   0.93750,   0.33262,   0.93750
  -0.22023,   0.39185,  -0.28756,  -0.54826,  -0.05552,   0.93750,  -0.25984,  -0.49008,   0.12539,  -0.02800
  -0.15211,   0.09600,   0.77736,  -0.07634,   0.59831,   0.23406,  -0.67483,  -0.15992,  -0.08346,  -0.24408
   0.53909,   0.88588,  -0.75022,  -0.71626,   0.87766,   0.87289,   0.23826,  -0.76226,   0.10975,   0.86657
  -0.48979,  -0.31465,   0.40277,  -0.93750,  -0.28188,  -0.77058,   0.93750,   0.75058,  -0.72043,   0.03801
   0.00413,   0.09024,  -0.70081,   0.72579,   0.68922,  -0.88967,   0.16627,   0.63610,   0.34090,   0.11048
  -0.05610,   0.93750,   0.20752,  -0.48602,   0.26712,   0.08135,  -0.87161,   0.00315,  -0.87029,  -0.93750
  -0.80449,  -0.62863,  -0.03137,  -0.50742,   0.60732,  -0.67850,   0.69023,  -0.55841,   0.11840,   0.46497
   0.44835,   0.57414,   0.35875,   0.85641,  -0.55342,  -0.92911,   0.13464,   0.93750,  -0.49749,   0.63952
   0.44254,   0.23018,  -0.40231,  -0.56694,  -0.32480,   0.37250,   0.52317,  -0.62993,   0.06507,   0.74226
  -0.63664,  -0.13062,  -0.75177,   0.93750,   0.61454,  -0.88468,  -0.71957,   0.12410,  -0.06513,  -0.38291
  -0.92335,   0.53864,  -0.69272,  -0.75864,   0.31872,   0.35178,  -0.31076,   0.11196,  -0.46409,  -0.36315
  -0.23512,   0.93750,  -0.00579,  -0.75109,   0.86655,   0.93750,  -0.87352,   0.93750,   0.08373,  -0.08589
  -0.84140,  -0.44018,   0.90732,  -0.08253,  -0.60308,  -0.33553,   0.81729,   0.33925,   0.93668,  -0.86882
  -0.35408,  -0.77617,  -0.45551,  -0.41418,   0.16848,  -0.74086,   0.87691,  -0.75313,   0.93750,  -0.45929
  -0.93750,  -0.05943,   0.09494,  -0.63534,  -0.93750,  -0.37717,  -0.87714,  -0.93750,   0.33034,  -0.93750
  -0.00476,   0.05814,  -0.03723,   0.93750,  -0.25580,  -0.93750,   0.02701,   0.10977,   0.04331,  -0.00971
   0.88058,   0.78808,   0.77279,   0.92710,   0.51137,  -0.32938,   0.49916,   0.23178,  -0.91359,  -0.52935
  -0.02076,   0.15221,  -0.32128,   0.32688,   0.86914,  -0.20706,  -0.09396,  -0.45002,   0.04644,   0.04071
  -0.58463,  -0.15512,   0.55845,  -0.67616,   0.61140,   0.25331,   0.66022,   0.81323,  -0.84511,  -0.39518
   0.82019,  -0.02308,   0.85662,  -0.72556,   0.87170,   0.26290,   0.47490,  -0.74685,  -0.13136,  -0.75034
  -0.87458,  -0.04726,   0.93750,  -0.93750,  -0.87218,  -0.80722,  -0.21210,   0.93750,  -0.17963,  -0.02780
  -0.42741,  -0.73645,  -0.79423,  -0.80899,  -0.16375,   0.93750,  -0.57721,   0.73724,   0.93750,   0.15682
  -0.82937,  -0.93750,  -0.79436,  -0.41502,   0.37259,  -0.24140,  -0.11837,  -0.49318,  -0.23989,   0.93750
   0.21778,  -0.07003,   0.36712,  -0.80775,   0.27097,   0.93750,  -0.52004,  -0.71748,  -0.20788,   0.05228
   0.08703,   0.00210,  -0.45047,  -0.74472,   0.76190,  -0.23440,  -0.35941,   0.92459,  -0.03610,   0.19318
  -0.93750,  -0.12000,   0.93750,   0.26753,   0.56510,  -0.93750,  -0.67725,  -0.93750,  -0.68863,   0.17436
   0.33389,  -0.75092,   0.64003,   0.05291,   0.55843,   0.19804,   0.93750,  -0.87949,  -0.19334,  -0.31160
  -0.18102,   0.74219,   0.93750,  -0.54733,  -0.47387,   0.33502,  -0.24543,   0.14418,  -0.13668,  -0.71464
