1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.002873,-0.010497,0.009336,-0.003277,-0.000616,-0.009275,-0.027482,-0.022342,0.498045,0.635172,0.631952,0.638491,0.656841,0.658790,0.700062,0.659586
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.002873,-0.010497,0.009336,-0.003277,-0.000616,-0.009275,-0.027482,-0.022342,0.498045,0.635172,0.631952,0.638491,0.656841,0.658790,0.700062,0.659586
-0.015415,-0.017794,0.009073,-0.015978,-0.001321,-0.019969,-0.031305,-0.020364,0.444180,0.582979,0.583946,0.602970,0.615699,0.629273,0.692536,0.655295
-0.013728,-0.021660,0.002446,-0.028869,-0.001318,-0.025364,-0.035694,-0.020405,0.446607,0.557658,0.558778,0.585921,0.586824,0.607709,0.687299,0.653630
-0.012065,-0.026908,-0.004046,-0.046476,-0.002788,-0.029598,-0.038945,-0.017754,0.456937,0.543373,0.546925,0.590121,0.568093,0.591177,0.683399,0.649071
-0.010311,-0.029083,-0.005984,-0.057884,-0.005865,-0.034671,-0.043854,-0.015672,0.460010,0.535660,0.537775,0.588644,0.554443,0.577958,0.681713,0.645773
-0.011132,-0.031922,-0.008014,-0.057593,-0.009602,-0.038264,-0.047837,-0.014540,0.472284,0.527956,0.531457,0.583472,0.544568,0.566894,0.681813,0.640306
-0.010657,-0.034503,-0.007809,-0.063060,-0.012946,-0.043784,-0.051275,-0.011823,0.469491,0.526905,0.529154,0.577890,0.538149,0.558807,0.680639,0.636503
-0.019790,-0.034602,-0.013066,-0.064674,-0.016051,-0.046799,-0.055304,-0.009744,0.473528,0.525655,0.528379,0.575129,0.533983,0.552476,0.680277,0.632414
-0.014797,-0.033061,-0.015634,-0.059977,-0.015820,-0.048464,-0.061455,-0.009883,0.477877,0.525800,0.527179,0.572403,0.531579,0.549156,0.683470,0.628836
